episode_index,dataset_from_index,dataset_to_index,length,task,official_env,fully_within_single_scene,overlap_frames
1865,111378,111427,49,push_blue_block_right: sweep the blue block to the right,B,True,"{""B"": 49}"
1866,111427,111492,65,rotate_red_block_left: rotate left the red block,B,True,"{""B"": 65}"
1867,111492,111557,65,push_blue_block_right: push right the blue block,B,True,"{""B"": 65}"
1868,111557,111622,65,rotate_blue_block_left: rotate the blue block 90 degrees to the left,B,True,"{""B"": 65}"
1869,111622,111687,65,"rotate_pink_block_left: grasp the pink block, then rotate it left",B,True,"{""B"": 65}"
1870,111687,111752,65,"rotate_pink_block_left: grasp the pink block, then turn it left",B,True,"{""B"": 65}"
1871,111752,111798,46,push_pink_block_right: go slide the pink block to the right,B,True,"{""B"": 46}"
1872,111798,111863,65,push_blue_block_left: slide left the blue block,B,True,"{""B"": 65}"
1873,111863,111928,65,push_red_block_right: slide the red block towards the right,B,True,"{""B"": 65}"
1874,111928,111993,65,push_blue_block_left: sweep the blue block to the left,B,True,"{""B"": 65}"
1875,111993,112058,65,"rotate_blue_block_left: grasp the blue block, then rotate it left",B,True,"{""B"": 65}"
1876,112058,112123,65,push_blue_block_left: push left the blue block,B,True,"{""B"": 65}"
1877,112123,112188,65,rotate_pink_block_left: rotate the pink block to the left,B,True,"{""B"": 65}"
1878,112188,112253,65,push_pink_block_right: push right the pink block,B,True,"{""B"": 65}"
1879,112253,112293,40,rotate_pink_block_left: grasp the pink block and rotate it left,B,True,"{""B"": 40}"
1880,112293,112358,65,rotate_blue_block_left: rotate the blue block to the left,B,True,"{""B"": 65}"
1881,112358,112423,65,rotate_pink_block_right: rotate the pink block 90 degrees to the right,B,True,"{""B"": 65}"
1882,112423,112488,65,push_blue_block_right: push the blue block to the right,B,True,"{""B"": 65}"
1883,112488,112553,65,rotate_pink_block_left: turn the pink block left,B,True,"{""B"": 65}"
1884,112553,112618,65,"rotate_red_block_left: grasp the red block, then turn it left",B,True,"{""B"": 65}"
1885,112618,112658,40,push_red_block_right: slide the red block to the right,B,True,"{""B"": 40}"
1886,112658,112699,41,push_red_block_left: slide the red block to the left,B,True,"{""B"": 41}"
1887,112699,112764,65,rotate_pink_block_left: rotate left the pink block,B,True,"{""B"": 65}"
1888,112764,112829,65,push_blue_block_left: go push the blue block to the left,B,True,"{""B"": 65}"
1889,112829,112894,65,rotate_blue_block_left: rotate the blue block towards the left,B,True,"{""B"": 65}"
1890,112894,112959,65,push_red_block_left: sweep the red block to the left,B,True,"{""B"": 65}"
1891,112959,113024,65,push_blue_block_left: push left the blue block,B,True,"{""B"": 65}"
1892,113024,113089,65,rotate_blue_block_left: rotate the blue block towards the left,B,True,"{""B"": 65}"
1893,113089,113154,65,push_red_block_left: push the red block to the left,B,True,"{""B"": 65}"
1894,113154,113219,65,push_pink_block_right: go slide the pink block to the right,B,True,"{""B"": 65}"
1895,113219,113284,65,push_blue_block_right: go push the blue block to the right,B,True,"{""B"": 65}"
1896,113284,113331,47,rotate_red_block_right: rotate the red block to the right,B,True,"{""B"": 47}"
1897,113331,113396,65,rotate_blue_block_right: turn the blue block right,B,True,"{""B"": 65}"
1898,113396,113461,65,rotate_pink_block_left: rotate the pink block to the left,B,True,"{""B"": 65}"
1899,113461,113526,65,push_red_block_left: push the red block towards the left,B,True,"{""B"": 65}"
1900,113526,113591,65,"rotate_blue_block_right: grasp the blue block, then turn it right",B,True,"{""B"": 65}"
1901,113591,113656,65,push_blue_block_right: sweep the blue block to the right,B,True,"{""B"": 65}"
1902,113656,113690,34,push_red_block_left: go push the red block to the left,B,True,"{""B"": 34}"
1903,113690,113755,65,push_red_block_right: push right the red block,B,True,"{""B"": 65}"
1904,113755,113820,65,push_blue_block_left: go push the blue block to the left,B,True,"{""B"": 65}"
1905,113820,113885,65,push_blue_block_left: push the blue block to the left,B,True,"{""B"": 65}"
1906,113885,113950,65,push_blue_block_left: push the blue block to the left,B,True,"{""B"": 65}"
1907,113950,113989,39,push_blue_block_right: push right the blue block,B,True,"{""B"": 39}"
1908,113989,114027,38,push_blue_block_left: slide the blue block to the left,B,True,"{""B"": 38}"
1909,114027,114092,65,push_red_block_left: slide the red block towards the left,B,True,"{""B"": 65}"
1910,114092,114157,65,push_blue_block_left: push the blue block towards the left,B,True,"{""B"": 65}"
1911,114157,114222,65,rotate_pink_block_left: rotate the pink block to the left,B,True,"{""B"": 65}"
1912,114222,114287,65,push_blue_block_left: slide the blue block towards the left,B,True,"{""B"": 65}"
1913,114287,114352,65,push_blue_block_left: sweep the blue block to the left,B,True,"{""B"": 65}"
1914,114352,114417,65,rotate_pink_block_left: take the pink block and rotate it left,B,True,"{""B"": 65}"
1915,114417,114459,42,push_blue_block_right: go push the blue block to the right,B,True,"{""B"": 42}"
1916,114459,114524,65,push_pink_block_right: go slide the pink block to the right,B,True,"{""B"": 65}"
1917,114524,114589,65,push_blue_block_left: sweep the blue block to the left,B,True,"{""B"": 65}"
1918,114589,114654,65,push_blue_block_right: sweep the blue block to the right,B,True,"{""B"": 65}"
1919,114654,114719,65,"rotate_pink_block_left: grasp the pink block, then rotate it left",B,True,"{""B"": 65}"
1920,114719,114784,65,rotate_blue_block_right: take the blue block and rotate it right,B,True,"{""B"": 65}"
1921,114784,114849,65,push_blue_block_left: sweep the blue block to the left,B,True,"{""B"": 65}"
1922,114849,114914,65,rotate_pink_block_right: rotate the pink block to the right,B,True,"{""B"": 65}"
1923,114914,114979,65,push_red_block_left: slide left the red block,B,True,"{""B"": 65}"
1924,114979,115044,65,push_pink_block_left: sweep the pink block to the left,B,True,"{""B"": 65}"
1925,115044,115109,65,push_red_block_left: push the red block to the left,B,True,"{""B"": 65}"
1926,115109,115147,38,push_blue_block_left: slide left the blue block,B,True,"{""B"": 38}"
1927,115147,115212,65,push_blue_block_right: sweep the blue block to the right,B,True,"{""B"": 65}"
1928,115212,115277,65,rotate_pink_block_left: turn the pink block left,B,True,"{""B"": 65}"
1929,115277,115342,65,rotate_red_block_left: take the red block and rotate it left,B,True,"{""B"": 65}"
1930,115342,115407,65,push_red_block_right: slide the red block towards the right,B,True,"{""B"": 65}"
1931,115407,115472,65,push_blue_block_left: push the blue block to the left,B,True,"{""B"": 65}"
1932,115472,115537,65,"rotate_pink_block_left: grasp the pink block, then rotate it left",B,True,"{""B"": 65}"
1933,115537,115602,65,push_red_block_right: slide the red block to the right,B,True,"{""B"": 65}"
1934,115602,115667,65,rotate_pink_block_right: rotate right the pink block,B,True,"{""B"": 65}"
1935,115667,115732,65,rotate_red_block_left: rotate the red block 90 degrees to the left,B,True,"{""B"": 65}"
1936,115732,115797,65,"rotate_red_block_left: grasp the red block, then turn it left",B,True,"{""B"": 65}"
1937,115797,115862,65,push_red_block_left: push left the red block,B,True,"{""B"": 65}"
1938,115862,115900,38,push_blue_block_left: go slide the blue block to the left,B,True,"{""B"": 38}"
1939,115900,115965,65,push_blue_block_right: slide right the blue block,B,True,"{""B"": 65}"
1940,115965,116006,41,push_blue_block_right: go push the blue block to the right,B,True,"{""B"": 41}"
1941,116006,116071,65,rotate_blue_block_right: rotate the blue block 90 degrees to the right,B,True,"{""B"": 65}"
1942,116071,116136,65,rotate_blue_block_right: turn the blue block right,B,True,"{""B"": 65}"
1943,116136,116201,65,push_pink_block_right: slide the pink block towards the right,B,True,"{""B"": 65}"
1944,116201,116266,65,push_red_block_right: slide right the red block,B,True,"{""B"": 65}"
1945,116266,116331,65,rotate_red_block_left: take the red block and rotate it left,B,True,"{""B"": 65}"
1946,116331,116368,37,push_blue_block_right: push right the blue block,B,True,"{""B"": 37}"
1947,116368,116433,65,push_red_block_right: push the red block towards the right,B,True,"{""B"": 65}"
1948,116433,116498,65,push_red_block_right: push the red block to the right,B,True,"{""B"": 65}"
1949,116498,116563,65,push_pink_block_right: go slide the pink block to the right,B,True,"{""B"": 65}"
1950,116563,116628,65,push_pink_block_right: go push the pink block to the right,B,True,"{""B"": 65}"
1951,116628,116693,65,push_pink_block_left: slide the pink block to the left,B,True,"{""B"": 65}"
1952,116693,116758,65,rotate_pink_block_right: turn the pink block right,B,True,"{""B"": 65}"
1953,116758,116823,65,push_blue_block_left: push left the blue block,B,True,"{""B"": 65}"
1954,116823,116859,36,push_blue_block_left: slide left the blue block,B,True,"{""B"": 36}"
1955,116859,116924,65,push_red_block_left: slide the red block to the left,B,True,"{""B"": 65}"
1956,116924,116969,45,push_blue_block_left: push the blue block to the left,B,True,"{""B"": 45}"
1957,116969,117034,65,rotate_red_block_right: rotate right the red block,B,True,"{""B"": 65}"
1958,117034,117099,65,rotate_red_block_left: rotate the red block to the left,B,True,"{""B"": 65}"
1959,117099,117164,65,rotate_red_block_left: turn the red block left,B,True,"{""B"": 65}"
1960,117164,117229,65,push_pink_block_left: slide the pink block towards the left,B,True,"{""B"": 65}"
1961,117229,117294,65,push_pink_block_right: go push the pink block to the right,B,True,"{""B"": 65}"
1962,117294,117331,37,push_blue_block_left: go push the blue block to the left,B,True,"{""B"": 37}"
1963,117331,117396,65,rotate_red_block_left: take the red block and rotate it left,B,True,"{""B"": 65}"
1964,117396,117461,65,rotate_red_block_left: rotate left the red block,B,True,"{""B"": 65}"
1965,117461,117498,37,push_pink_block_left: push left the pink block,B,True,"{""B"": 37}"
1966,117498,117563,65,push_pink_block_left: slide left the pink block,B,True,"{""B"": 65}"
1967,117563,117612,49,"rotate_red_block_right: grasp the red block, then turn it right",B,True,"{""B"": 49}"
1968,117612,117677,65,push_pink_block_right: slide the pink block to the right,B,True,"{""B"": 65}"
1969,117677,117742,65,push_red_block_right: slide the red block to the right,B,True,"{""B"": 65}"
1970,117742,117807,65,push_red_block_right: push right the red block,B,True,"{""B"": 65}"
1971,117807,117872,65,push_red_block_left: sweep the red block to the left,B,True,"{""B"": 65}"
1972,117872,117937,65,push_red_block_left: sweep the red block to the left,B,True,"{""B"": 65}"
1973,117937,118002,65,rotate_red_block_right: rotate the red block towards the right,B,True,"{""B"": 65}"
1974,118002,118067,65,push_blue_block_left: slide left the blue block,B,True,"{""B"": 65}"
1975,118067,118132,65,rotate_blue_block_right: grasp the blue block and rotate it right,B,True,"{""B"": 65}"
1976,118132,118177,45,push_blue_block_left: slide the blue block towards the left,B,True,"{""B"": 45}"
1977,118177,118242,65,"rotate_blue_block_right: grasp the blue block, then turn it right",B,True,"{""B"": 65}"
1978,118242,118291,49,push_red_block_right: slide the red block towards the right,B,True,"{""B"": 49}"
1979,118291,118356,65,rotate_pink_block_right: rotate the pink block towards the right,B,True,"{""B"": 65}"
1980,118356,118393,37,push_pink_block_right: sweep the pink block to the right,B,True,"{""B"": 37}"
1981,118393,118440,47,push_red_block_left: slide the red block to the left,B,True,"{""B"": 47}"
1982,118440,118505,65,push_red_block_left: slide left the red block,B,True,"{""B"": 65}"
1983,118505,118570,65,push_red_block_right: slide right the red block,B,True,"{""B"": 65}"
1984,118570,118613,43,push_red_block_left: sweep the red block to the left,B,True,"{""B"": 43}"
1985,118613,118678,65,push_red_block_left: push the red block to the left,B,True,"{""B"": 65}"
1986,118678,118743,65,push_pink_block_right: push the pink block towards the right,B,True,"{""B"": 65}"
1987,118743,118779,36,push_pink_block_right: go push the pink block to the right,B,True,"{""B"": 36}"
1988,118779,118844,65,"rotate_pink_block_right: grasp the pink block, then rotate it right",B,True,"{""B"": 65}"
1989,118844,118909,65,"rotate_blue_block_right: grasp the blue block, then turn it right",B,True,"{""B"": 65}"
1990,118909,118974,65,push_pink_block_left: sweep the pink block to the left,B,True,"{""B"": 65}"
1991,118974,119039,65,rotate_blue_block_right: grasp the blue block and rotate it right,B,True,"{""B"": 65}"
1992,119039,119104,65,push_red_block_right: slide right the red block,B,True,"{""B"": 65}"
1993,119104,119169,65,push_red_block_right: push the red block towards the right,B,True,"{""B"": 65}"
1994,119169,119218,49,push_pink_block_left: push the pink block to the left,B,True,"{""B"": 49}"
1995,119218,119283,65,push_pink_block_right: push right the pink block,B,True,"{""B"": 65}"
1996,119283,119348,65,push_red_block_left: sweep the red block to the left,B,True,"{""B"": 65}"
1997,119348,119413,65,push_red_block_left: slide left the red block,B,True,"{""B"": 65}"
1998,119413,119462,49,push_red_block_left: go push the red block to the left,B,True,"{""B"": 49}"
1999,119462,119527,65,push_pink_block_left: slide left the pink block,B,True,"{""B"": 65}"
2000,119527,119592,65,push_red_block_left: go slide the red block to the left,B,True,"{""B"": 65}"
2001,119592,119657,65,push_pink_block_left: go slide the pink block to the left,B,True,"{""B"": 65}"
2002,119657,119722,65,rotate_blue_block_right: rotate right the blue block,B,True,"{""B"": 65}"
2003,119722,119760,38,rotate_blue_block_right: rotate right the blue block,B,True,"{""B"": 38}"
2004,119760,119825,65,push_pink_block_left: go push the pink block to the left,B,True,"{""B"": 65}"
2005,119825,119890,65,rotate_red_block_right: turn the red block right,B,True,"{""B"": 65}"
2006,119890,119955,65,rotate_pink_block_right: turn the pink block right,B,True,"{""B"": 65}"
2007,119955,120020,65,rotate_red_block_right: turn the red block right,B,True,"{""B"": 65}"
2008,120020,120085,65,rotate_red_block_right: grasp the red block and turn it right,B,True,"{""B"": 65}"
2009,120085,120150,65,push_red_block_left: slide left the red block,B,True,"{""B"": 65}"
2010,120150,120215,65,rotate_blue_block_right: rotate the blue block 90 degrees to the right,B,True,"{""B"": 65}"
2011,120215,120280,65,rotate_pink_block_right: rotate the pink block to the right,B,True,"{""B"": 65}"
2012,120280,120345,65,rotate_blue_block_right: turn the blue block right,B,True,"{""B"": 65}"
2013,120345,120410,65,push_pink_block_left: slide the pink block to the left,B,True,"{""B"": 65}"
2014,120410,120475,65,push_pink_block_left: sweep the pink block to the left,B,True,"{""B"": 65}"
2015,120475,120540,65,push_pink_block_right: sweep the pink block to the right,B,True,"{""B"": 65}"
2016,120540,120605,65,"rotate_blue_block_right: grasp the blue block, then rotate it right",B,True,"{""B"": 65}"
